state,metric,units,year,value
Idaho,avg_farm_size,acres,2020,467
Idaho,avg_farm_size,acres,2021,467
Illinois,num_farms,number,2020,71100
Illinois,num_farms,number,2021,70900
Illinois,land_in_farms,"1,000 acres",2020,27000
Illinois,land_in_farms,"1,000 acres",2021,27000
Illinois,avg_farm_size,acres,2020,380
Illinois,avg_farm_size,acres,2021,381
Indiana,num_farms,number,2020,55500
Indiana,num_farms,number,2021,55100
Indiana,land_in_farms,"1,000 acres",2020,14800
Indiana,land_in_farms,"1,000 acres",2021,14800
Indiana,avg_farm_size,acres,2020,267
Indiana,avg_farm_size,acres,2021,269
Iowa,num_farms,number,2020,85000
Iowa,num_farms,number,2021,84900
Iowa,land_in_farms,"1,000 acres",2020,30600
Iowa,land_in_farms,"1,000 acres",2021,30500
Iowa,avg_farm_size,acres,2020,360
Iowa,avg_farm_size,acres,2021,359
Kansas,num_farms,number,2020,58300
Kansas,num_farms,number,2021,58600
Kansas,land_in_farms,"1,000 acres",2020,45700
Kansas,land_in_farms,"1,000 acres",2021,45700
Kansas,avg_farm_size,acres,2020,784
Kansas,avg_farm_size,acres,2021,780
Kentucky,num_farms,number,2020,74500
Kentucky,num_farms,number,2021,74100
Kentucky,land_in_farms,"1,000 acres",2020,12900
Kentucky,land_in_farms,"1,000 acres",2021,12900
Kentucky,avg_farm_size,acres,2020,173
Kentucky,avg_farm_size,acres,2021,174
Louisiana,num_farms,number,2020,27400
Louisiana,num_farms,number,2021,27400
Louisiana,land_in_farms,"1,000 acres",2020,8000
Louisiana,land_in_farms,"1,000 acres",2021,8000
Louisiana,avg_farm_size,acres,2020,292
Louisiana,avg_farm_size,acres,2021,292
Maine,num_farms,number,2020,7600
Maine,num_farms,number,2021,7600
Maine,land_in_farms,"1,000 acres",2020,1300
Maine,land_in_farms,"1,000 acres",2021,1300
Maine,avg_farm_size,acres,2020,171
Maine,avg_farm_size,acres,2021,171
Maryland,num_farms,number,2020,12400
Maryland,num_farms,number,2021,12400
Maryland,land_in_farms,"1,000 acres",2020,2000
Maryland,land_in_farms,"1,000 acres",2021,2000
Maryland,avg_farm_size,acres,2020,161
Maryland,avg_farm_size,acres,2021,161
Massachusetts,num_farms,number,2020,7200
Massachusetts,num_farms,number,2021,7200
Massachusetts,land_in_farms,"1,000 acres",2020,500
Massachusetts,land_in_farms,"1,000 acres",2021,500
Massachusetts,avg_farm_size,acres,2020,69
Massachusetts,avg_farm_size,acres,2021,69
Michigan,num_farms,number,2020,46500
Michigan,num_farms,number,2021,46000
Michigan,land_in_farms,"1,000 acres",2020,9800
Michigan,land_in_farms,"1,000 acres",2021,9700
Michigan,avg_farm_size,acres,2020,211
Michigan,avg_farm_size,acres,2021,211
Minnesota,num_farms,number,2020,67500
Minnesota,num_farms,number,2021,67400
Minnesota,land_in_farms,"1,000 acres",2020,25400
Minnesota,land_in_farms,"1,000 acres",2021,25400
Minnesota,avg_farm_size,acres,2020,376
Minnesota,avg_farm_size,acres,2021,377
Mississippi,num_farms,number,2020,34400
Mississippi,num_farms,number,2021,34300
Mississippi,land_in_farms,"1,000 acres",2020,10400
Mississippi,land_in_farms,"1,000 acres",2021,10400
Mississippi,avg_farm_size,acres,2020,302
Mississippi,avg_farm_size,acres,2021,303
Missouri,num_farms,number,2020,95000
Missouri,num_farms,number,2021,95000
Missouri,land_in_farms,"1,000 acres",2020,27500
Missouri,land_in_farms,"1,000 acres",2021,27500
Missouri,avg_farm_size,acres,2020,289
Missouri,avg_farm_size,acres,2021,289
Montana,num_farms,number,2020,26900
Montana,num_farms,number,2021,27100
Montana,land_in_farms,"1,000 acres",2020,58000
Montana,land_in_farms,"1,000 acres",2021,57900
Montana,avg_farm_size,acres,2020,2156
Montana,avg_farm_size,acres,2021,2137
Nebraska,num_farms,number,2020,45500
Nebraska,num_farms,number,2021,44800
Nebraska,land_in_farms,"1,000 acres",2020,44900
Nebraska,land_in_farms,"1,000 acres",2021,44800
Nebraska,avg_farm_size,acres,2020,987
Nebraska,avg_farm_size,acres,2021,1000
Nevada,num_farms,number,2020,3350
Nevada,num_farms,number,2021,3400
Nevada,land_in_farms,"1,000 acres",2020,6100
Nevada,land_in_farms,"1,000 acres",2021,6100
Nevada,avg_farm_size,acres,2020,1821
Nevada,avg_farm_size,acres,2021,1794
New Hampshire,num_farms,number,2020,4100
New Hampshire,num_farms,number,2021,4100
New Hampshire,land_in_farms,"1,000 acres",2020,430
New Hampshire,land_in_farms,"1,000 acres",2021,430
New Hampshire,avg_farm_size,acres,2020,105
New Hampshire,avg_farm_size,acres,2021,105
New Jersey,num_farms,number,2020,9900
New Jersey,num_farms,number,2021,9900
New Jersey,land_in_farms,"1,000 acres",2020,750
New Jersey,land_in_farms,"1,000 acres",2021,750
New Jersey,avg_farm_size,acres,2020,76
New Jersey,avg_farm_size,acres,2021,76
New Mexico,num_farms,number,2020,24800
New Mexico,num_farms,number,2021,24700
New Mexico,land_in_farms,"1,000 acres",2020,40000
New Mexico,land_in_farms,"1,000 acres",2021,40000
New Mexico,avg_farm_size,acres,2020,1613
New Mexico,avg_farm_size,acres,2021,1619
New York,num_farms,number,2020,33400
New York,num_farms,number,2021,33400
New York,land_in_farms,"1,000 acres",2020,6900
New York,land_in_farms,"1,000 acres",2021,6900
New York,avg_farm_size,acres,2020,207
New York,avg_farm_size,acres,2021,207
North Carolina,num_farms,number,2020,46000
North Carolina,num_farms,number,2021,45100
North Carolina,land_in_farms,"1,000 acres",2020,8400
North Carolina,land_in_farms,"1,000 acres",2021,8300
North Carolina,avg_farm_size,acres,2020,183
North Carolina,avg_farm_size,acres,2021,184
North Dakota,num_farms,number,2020,26000
North Dakota,num_farms,number,2021,26000
North Dakota,land_in_farms,"1,000 acres",2020,39300
North Dakota,land_in_farms,"1,000 acres",2021,39300
North Dakota,avg_farm_size,acres,2020,1512
North Dakota,avg_farm_size,acres,2021,1512
Ohio,num_farms,number,2020,77800
Ohio,num_farms,number,2021,76900
Ohio,land_in_farms,"1,000 acres",2020,13600
Ohio,land_in_farms,"1,000 acres",2021,13500
Ohio,avg_farm_size,acres,2020,175
Ohio,avg_farm_size,acres,2021,176
Oklahoma,num_farms,number,2020,77300
Oklahoma,num_farms,number,2021,77200
Oklahoma,land_in_farms,"1,000 acres",2020,34400
Oklahoma,land_in_farms,"1,000 acres",2021,34400
Oklahoma,avg_farm_size,acres,2020,445
Oklahoma,avg_farm_size,acres,2021,446
Oregon,num_farms,number,2020,37200
Oregon,num_farms,number,2021,37100
Oregon,land_in_farms,"1,000 acres",2020,15800
Oregon,land_in_farms,"1,000 acres",2021,15700
Oregon,avg_farm_size,acres,2020,425
Oregon,avg_farm_size,acres,2021,423
Pennsylvania,num_farms,number,2020,52700
Pennsylvania,num_farms,number,2021,52700
Pennsylvania,land_in_farms,"1,000 acres",2020,7300
Pennsylvania,land_in_farms,"1,000 acres",2021,7300
Pennsylvania,avg_farm_size,acres,2020,139
Pennsylvania,avg_farm_size,acres,2021,139
Rhode Island,num_farms,number,2020,1100
Rhode Island,num_farms,number,2021,1100
Rhode Island,land_in_farms,"1,000 acres",2020,60
Rhode Island,land_in_farms,"1,000 acres",2021,60
Rhode Island,avg_farm_size,acres,2020,55
Rhode Island,avg_farm_size,acres,2021,55
South Carolina,num_farms,number,2020,24600
South Carolina,num_farms,number,2021,24600
South Carolina,land_in_farms,"1,000 acres",2020,4800
South Carolina,land_in_farms,"1,000 acres",2021,4800
South Carolina,avg_farm_size,acres,2020,195
South Carolina,avg_farm_size,acres,2021,195
South Dakota,num_farms,number,2020,29600
South Dakota,num_farms,number,2021,29400
South Dakota,land_in_farms,"1,000 acres",2020,43200
South Dakota,land_in_farms,"1,000 acres",2021,43200
South Dakota,avg_farm_size,acres,2020,1459
South Dakota,avg_farm_size,acres,2021,1469
Tennessee,num_farms,number,2020,69500
Tennessee,num_farms,number,2021,69500
Tennessee,land_in_farms,"1,000 acres",2020,10800
Tennessee,land_in_farms,"1,000 acres",2021,10700
Tennessee,avg_farm_size,acres,2020,155
Tennessee,avg_farm_size,acres,2021,154
Texas,num_farms,number,2020,247000
Texas,num_farms,number,2021,247000
Texas,land_in_farms,"1,000 acres",2020,126000
Texas,land_in_farms,"1,000 acres",2021,126000
Texas,avg_farm_size,acres,2020,510
Texas,avg_farm_size,acres,2021,510
Utah,num_farms,number,2020,17800
Utah,num_farms,number,2021,17900
Utah,land_in_farms,"1,000 acres",2020,10700
Utah,land_in_farms,"1,000 acres",2021,10700
Utah,avg_farm_size,acres,2020,601
Utah,avg_farm_size,acres,2021,598
Vermont,num_farms,number,2020,6800
Vermont,num_farms,number,2021,6800
Vermont,land_in_farms,"1,000 acres",2020,1200
Vermont,land_in_farms,"1,000 acres",2021,1200
Vermont,avg_farm_size,acres,2020,176
Vermont,avg_farm_size,acres,2021,176
Virginia,num_farms,number,2020,42300
Virginia,num_farms,number,2021,41500
Virginia,land_in_farms,"1,000 acres",2020,7800
Virginia,land_in_farms,"1,000 acres",2021,7700
Virginia,avg_farm_size,acres,2020,184
Virginia,avg_farm_size,acres,2021,186
Washington,num_farms,number,2020,35500
Washington,num_farms,number,2021,35300
Washington,land_in_farms,"1,000 acres",2020,14600
Washington,land_in_farms,"1,000 acres",2021,14500
Washington,avg_farm_size,acres,2020,411
Washington,avg_farm_size,acres,2021,411
West Virginia,num_farms,number,2020,22800
West Virginia,num_farms,number,2021,22300
West Virginia,land_in_farms,"1,000 acres",2020,3500
West Virginia,land_in_farms,"1,000 acres",2021,3500
West Virginia,avg_farm_size,acres,2020,154
West Virginia,avg_farm_size,acres,2021,157
Wisconsin,num_farms,number,2020,64400
Wisconsin,num_farms,number,2021,64100
Wisconsin,land_in_farms,"1,000 acres",2020,14300
Wisconsin,land_in_farms,"1,000 acres",2021,14200
Wisconsin,avg_farm_size,acres,2020,222
Wisconsin,avg_farm_size,acres,2021,222
Wyoming,num_farms,number,2020,12000
Wyoming,num_farms,number,2021,12200
Wyoming,land_in_farms,"1,000 acres",2020,29000
Wyoming,land_in_farms,"1,000 acres",2021,29000
Wyoming,avg_farm_size,acres,2020,2417
Wyoming,avg_farm_size,acres,2021,2377
